gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,mlog10p
PPP1R16B,2.8717711719958728e-5,0.35018232237917424,0.553,0.391,0.5718270757678182,4.5418501684334744
ICAM3,2.8724426081248888e-5,0.3925190883646319,0.43,0.293,0.5719607721298279,4.541748639828073
HEG1,2.8745301440808672e-05,0.34623767622797186,0.277,0.15,0.5723764422893822,4.541433132716619
NUP153,2.8997362323178283e-5,0.3739699825030678,0.371,0.237,0.577395478579126,4.5376415048799155
NFKBIZ,2.926728008244832e-5,0.4273818655560382,0.416,0.274,0.5827700810017109,4.533617636297707
TMEM14B,3.0172945593373878e-5,0.32617283813681475,0.428,0.274,0.6008036926552607,4.520382290338654
RPLP2,3.0515463319064977e-5,-0.2922734858208793,0.927,0.934,0.6076239056092219,4.515480031724569
CD53,3.180132960443433e-5,0.45868567007069916,0.551,0.391,0.6332280750834964,4.497554721908728
CDC14A,3.227786720052205e-5,0.43234404378269575,0.416,0.28,0.642716891696795,4.491095169539979
NDUFA12,3.307420240086124e-5,0.36277138394415465,0.57,0.409,0.658573518205949,4.480510620219264
PBX4,3.340228711823852e-5,0.31127012821169586,0.506,0.332,0.6651063410983655,4.476223795199703
SEC61G,3.3567887449847616e-5,-0.3509836464576255,0.648,0.697,0.6684037749013657,4.474075989635013
ATP5MC2,3.406306580069595e-5,-0.26565045269018617,0.842,0.879,0.6782637662234577,4.467716266520073
PLCXD2,3.5138141998243006e-5,0.36071294532763176,0.161,0.066,0.6996706834690147,4.454221206450395
FBXO6,3.5340617116269534e-5,0.25836918125297925,0.069,0.011,0.703702368019159,4.451725871132295
MAFF,3.665359262056231e-5,0.3085102126227197,0.142,0.053,0.7298463362606368,4.43588345134158
HM13,3.972195442510187e-5,0.2978653715029893,0.421,0.261,0.7909435565126285,4.400969391215045
OTULINL,4.0083312758322606e-5,0.2650796642911857,0.139,0.053,0.7981389236437197,4.3970363925997615
NRG3,4.0325207315196576e-5,0.31084240918231343,0.158,0.063,0.8029555280601942,4.3944233911897275
BTG2,4.117024965672379e-5,0.3516277845471001,0.307,0.177,0.8197820111646841,4.3854164994293106
IRF4,4.1173503458806634e-5,0.41284760501178674,0.232,0.116,0.8198468008717577,4.385382177255812
FTH1,4.3981561686420355e-5,0.33468641022787704,0.969,0.95,0.8757608563000021,4.3567293538803344
PPM1B,4.480304959886122e-5,0.358356798586967,0.267,0.145,0.8921183236125246,4.348692423973245
ZFP36,4.542668279982813e-5,0.3567863781393501,0.442,0.288,0.9045361079101777,4.342688975585305
PIKFYVE,4.714719090482157e-5,-0.44462677995830824,0.187,0.298,0.938794865296807,4.326544178024814
FASLG,4.782296637813955e-5,0.3108258490005237,0.168,0.071,0.9522509065215147,4.320363488828746
OSBPL8,4.822324517992101e-5,0.2919783841493757,0.556,0.38,0.9602212580225872,4.316743567158277
LPP,4.874273206657311e-5,0.35127757026511874,0.442,0.285,0.9705652809096037,4.312090131938665
NAP1L4,4.981371071359147e-5,0.37293006720448885,0.551,0.398,0.9918906077290334,4.302651105679545
NCR3,5.254360924005152e-5,0.29456932211096093,0.168,0.071,1,4.279480098675912
STRAP,5.385034235794053e-5,0.2760874625197608,0.381,0.232,1,4.2688115312946575
C1orf56,5.417111161953194e-5,-0.4969692153374281,0.149,0.256,1,4.266232252371532
TAGLN2,5.417804878637851e-5,-0.3498829258665337,0.723,0.765,1,4.266176640066383
GNG4,5.447215876062327e-5,-0.3816718225453388,0.17,0.29,1,4.26382541306451
TMEM258,5.491668677388679e-5,-0.38701179547279363,0.605,0.675,1,4.260295672440811
MRPL52,5.750521742108473e-5,-0.3744921341802687,0.508,0.604,1,4.240292750190511
CNN2,5.791487691488895e-5,0.3051149656375215,0.234,0.121,1,4.2372098623150265
VAMP2,5.959483523454732e-5,0.2739438413802723,0.35,0.203,1,4.224791376607571
NCF4,5.9864791234099055e-5,0.3384127568538221,0.305,0.177,1,4.222828527668554
FSTL3,6.090509494410123e-5,-0.594820295329169,0.059,0.142,1,4.215346375453241
SSBP4,6.174925088239133e-5,0.3697176445879433,0.184,0.087,1,4.2093683067260645
SSH1,6.256821291648479e-5,0.272731786883627,0.248,0.129,1,4.20364624923525
CD83,6.60171398111527e-5,0.4639151101568961,0.719,0.639,1,4.18034329538198
HMHB1,6.635848159358282e-5,-0.48089357507538877,0.085,0.177,1,4.178103560005615
PDHB,6.657971653927509e-5,0.27931835074677003,0.251,0.132,1,4.176658058168398
PFDN2,6.721880423805169e-5,-0.3943007652958346,0.461,0.551,1,4.1725092175052625
XKR6,6.878462957436722e-5,0.29611401666617787,0.182,0.084,1,4.162508597183129
AURKAIP1,7.000700534045193e-5,0.28901099615526293,0.534,0.385,1,4.154858499578926
GEN1,7.179276389582068e-5,0.2539662182018579,0.095,0.026,1,4.143919326767226
CD7,7.305900665506188e-5,0.3736362795123229,0.428,0.28,1,4.136326236957911
SIPA1L1,7.73218674073307e-5,0.36959873483303696,0.738,0.631,1,4.111697665831977
NLGN4Y,7.803338428976417e-5,-0.45641828389069383,0.08,0.169,1,4.1077195574251375
MYO5A,7.880913773379689e-5,0.3410102744197002,0.317,0.182,1,4.103423424169214
WWOX,7.926505970415007e-5,0.38298619610291407,0.286,0.166,1,4.1009182089201
LTB,8.163614750599017e-5,0.5309784244060187,0.298,0.179,1,4.08811749827698
ITGA2,8.171216998040065e-5,0.34332193052180043,0.168,0.074,1,4.087713256053626
EPB41,8.355772059455686e-5,0.3136495865431016,0.187,0.087,1,4.078013415828018
MAP2K2,8.39450620988495e-5,0.3091709538191707,0.508,0.346,1,4.0760048452828554
NSMCE3,8.569825256712801e-5,0.318013201470416,0.175,0.079,1,4.067028033481597
DHRS3,8.601301229487931e-5,-0.4995619400176014,0.076,0.161,1,4.065435842472955
ARHGAP26,8.630080715270035e-5,-0.4486108662737778,0.395,0.496,1,4.063985142403857
ATP1B3,8.947423238786158e-5,0.33722048421677187,0.773,0.628,1,4.048302018795974
PREP,8.988759867302851e-5,0.29579130897846495,0.239,0.129,1,4.04630022149683
HSH2D,9.167155734120309e-5,0.25175732363659376,0.121,0.042,1,4.037765390675158
RRAD,9.441495094678439e-5,-0.32725693402760075,0.021,0.082,1,4.0249592281642554
KAT2B,9.816232312020556e-5,0.3377232277959078,0.274,0.158,1,4.008055172099029
HLA-DQB1,9.944339852500259e-5,-0.5707547194139724,0.402,0.488,1,4.002424041894226
TIAM2,9.971808879562158e-5,-0.47189939289191485,0.499,0.58,1,4.0012260538091535
MEF2C,1.0229593084504222e-4,-0.3309605819616695,0.028,0.092,1,3.990141641426569
PLEKHA1,1.038930386001524e-4,0.2627127942883557,0.097,0.029,1,3.9834135515653113
RFXANK,1.0638239158823357e-4,0.267119963909581,0.182,0.087,1,3.9731302505082216
HLA-DQA1,1.0841334344080143e-4,-0.39603717062425137,0.593,0.66,1,3.9649172618375417
DTHD1,1.0957154404342961e-4,-0.49159528540427166,0.139,0.24,1,3.9603022183836787
CAPN1,1.1146190587537446e-4,0.25400900932233084,0.142,0.058,1,3.9528735352607822
VPS37B,1.1278507849013018e-4,0.32537034992888414,0.27,0.15,1,3.9477483538815266
MAGI1,1.1392832884196578e-4,-0.6629838914242026,0.27,0.367,1,3.9433682730235393
RAB2A,1.1640908813585016e-4,0.3212584080373495,0.534,0.383,1,3.934013112700075
PXK,1.1977445991951272e-4,-0.5356764494406638,0.305,0.404,1,3.9216357787624845
GNGT2,1.2250169884893384e-4,0.25269566994907927,0.083,0.021,1,3.911857888478211
RPS27L,1.2292304321979186e-4,0.3172884483780245,0.738,0.573,1,3.9103666964045747
ANXA1,1.2299545474796559e-4,0.3631250793131797,0.825,0.697,1,3.910110937457763
COTL1,1.243663901616251e-4,0.3075868049804309,0.78,0.641,1,3.905296971249034
HLA-DMA,1.291360198064588e-4,-0.43770405397771683,0.414,0.504,1,3.8889526034244524
NUDT16L1,1.3116508433172285e-4,0.3324844500188455,0.201,0.103,1,3.8821817571870674
CLEC2B,1.3131420450172583e-4,0.3228113622019535,0.704,0.573,1,3.881688292927634
LMBR1,1.319952567269352e-4,0.29006425495172616,0.279,0.158,1,3.879441674963321
CDC42SE2,1.3287355325443902e-4,0.350682595006357,0.712,0.623,1,3.876561451101079
ENOX1,1.343793631823776e-4,-0.4225260319414004,0.071,0.156,1,3.871667421342985
TBCD,1.432595918808372e-4,0.31275940885068454,0.281,0.164,1,3.843876290397506
FBXW8,1.4461514941644022e-4,0.29386654493043557,0.144,0.061,1,3.839786209369714
GLMN,1.4882216042806133e-4,0.33951146792699616,0.298,0.179,1,3.8273323951675335
UBASH3A,1.4943635391476866e-4,0.25963186451380726,0.161,0.071,1,3.825543737299835
TMEM59,1.5337884238076667e-4,0.35265117398735013,0.553,0.398,1,3.814234544370158
TIAM1,1.5625584214333415e-4,0.36940202979528647,0.173,0.082,1,3.8061637361395295
DNM2,1.5961591194061107e-4,0.28387584246235686,0.284,0.164,1,3.7969238164718577
TMEM217,1.6233945952648414e-4,-0.3688125392358457,0.078,0.161,1,3.789575904254439
HSPA9,1.7423877913610056e-4,0.3230058066759517,0.378,0.256,1,3.7588551806112127
LRMP,1.8044942170395648e-4,-0.39013098631698406,0.168,0.272,1,3.7436445054093124
CARD16,1.8053256589562115e-4,0.26901710104429943,0.499,0.343,1,3.743444445209517
RCAN3,1.845928667160368e-4,0.3186495277512559,0.274,0.161,1,3.733785085572944
RAB5IF,1.8956267476519709e-4,0.25198908064683656,0.343,0.214,1,3.7222471719521155
CD99,1.9803025187330417e-4,0.2863502582972699,0.856,0.763,1,3.703268460152261
GPC6,2.0559123395627805e-4,0.29332561253955985,0.106,0.037,1,3.686995406824516
CYTIP,2.0822044081738803e-4,0.28250232382935847,0.487,0.338,1,3.6814766384256608
FOXP1,2.0973435494995552e-4,0.32580557775752306,0.338,0.211,1,3.67833042531364
CEP120,2.107281501094026e-4,-0.4696440631248606,0.121,0.211,1,3.6762774453099114
CDC42EP3,2.1359248618909546e-4,0.2999809440720008,0.125,0.05,1,3.670414029096712
PAXX,2.1729830338801173e-4,0.268324499375439,0.671,0.52,1,3.6629436645312974
RELL1,2.2699617827534827e-4,0.2771055301948713,0.215,0.111,1,3.643981454559738
VPS36,2.300914896358279e-4,0.2862709727857935,0.225,0.121,1,3.63809944422814
COPS8,2.4151569764804267e-4,0.29165361000490464,0.241,0.135,1,3.617054636422342
RSRP1,2.4626980255975403e-4,0.31762319403098527,0.492,0.351,1,3.608588837798267
ANXA2,2.480514219735785e-4,0.2674457384724769,0.693,0.538,1,3.605458278994623
CRYBG1,2.4837682025366026e-4,0.25321371470212073,0.222,0.116,1,3.604888937101158
ATP9A,2.583094952523324e-4,-0.3594527939812523,0.078,0.161,1,3.587859629212286
PRKD3,2.639852014325666e-4,0.25841455723841383,0.189,0.095,1,3.5784204182677244
S100A6,2.663155454551216e-4,-0.4094923063390299,0.981,0.987,1,3.5746034820464905
SRGN,2.6662746454201826e-4,0.3113312569502864,0.832,0.734,1,3.5740951171700734
NIPAL3,2.7042571952936233e-4,0.26830008038179765,0.128,0.053,1,3.567952006079167
CTDP1,2.706693302321992e-4,0.26960207299945466,0.144,0.063,1,3.5675609517120295
RPL5,2.760129763905083e-4,-0.2640855748065123,0.908,0.905,1,3.559070499665521
RASSF5,2.8218169045557905e-4,0.3247333975440597,0.246,0.142,1,3.5494711691503436
TPRG1,2.955120414463441e-4,-0.2609273884161391,0.024,0.079,1,3.5294248179057237
RASSF1,2.9604449116021507e-4,0.25489287413295125,0.27,0.158,1,3.5286430159229023
INPP5D,3.128491288737561e-4,0.3319834597926262,0.274,0.164,1,3.504665049974769
PRKCQ,3.227984056180226e-4,0.29888633142535737,0.241,0.135,1,3.4910686190336255
RPL22L1,3.2512295720205515e-4,-0.5305381379523064,0.518,0.562,1,3.487952363527058
AIF1,3.269636012438807e-4,-0.38286096434492534,0.073,0.15,1,3.4855005918619995
PARP4,3.2739969959771215e-4,0.29323930780556784,0.267,0.158,1,3.4849217234064103
VDAC1,3.2985816885488465e-4,-0.4054924628341763,0.525,0.578,1,3.4816727562563474
PPP2R1A,3.5588146903707237e-4,0.2638631281918448,0.187,0.095,1,3.448694625383256
ZBP1,3.5921765119134537e-4,0.28024401193422377,0.095,0.032,1,3.4446423311732848
DGKD,3.641021494206025e-4,0.2696788535972547,0.147,0.066,1,3.4387767572683314
CSNK1G3,3.752342714571645e-4,-0.4737492944409749,0.27,0.367,1,3.4256975028489083
KIR2DL4,3.7600351067493216e-4,0.2598707428294348,0.097,0.034,1,3.4248081001265063
GTDC1,3.7897594284830224e-4,0.2705123049497251,0.47,0.33,1,3.4213883578942976
ITFG1,3.818110703737726e-4,0.2573114558341999,0.303,0.187,1,3.4181514836622533
FOXO1,4.0189420769855207e-4,0.2545026415403955,0.452,0.317,1,3.3958882530333545
LRIG1,4.059521132727432e-4,0.353540606193547,0.265,0.158,1,3.391525193437523
ARAP2,4.3091690271863817e-4,-0.38967576890181155,0.456,0.546,1,3.365606470373314
NTRK2,4.396238284630737e-4,-0.4707701560656622,0.206,0.306,1,3.356918776008411
WDR1,4.40824011689795e-4,0.2635301090574047,0.338,0.219,1,3.3557347574857554
ATP8A1,4.491616044217201e-4,0.3010923977217903,0.397,0.269,1,3.3475973755193693
SLFN5,4.514163148100017e-4,0.25930316160560773,0.286,0.172,1,3.3454227489713344
NINJ1,4.534685139091063e-4,-0.3702788967130064,0.319,0.427,1,3.34345286231998
GBF1,4.5685174520597823e-4,0.2922249776343504,0.404,0.274,1,3.3402247117134056
USP1,4.7366237572139e-4,0.2700436226122258,0.227,0.132,1,3.324531111082756
ACP5,4.981350568850369e-4,0.25222149005860883,0.118,0.047,1,3.3026528931682955
LONRF2,5.082557301098775e-4,-0.27727051227766997,0.035,0.095,1,3.2939177163966185
CD80,5.613189617393053e-4,-0.3671659091637456,0.163,0.251,1,3.2507902867672254
FXYD2,5.751594117521107e-4,-0.29728625435177797,0.026,0.079,1,3.2402117691377605
MTSS1,5.835826980409955e-4,-0.28012248717724963,0.553,0.662,1,3.233897592475484
ATF6B,5.918853230221142e-4,0.2687319021429178,0.144,0.069,1,3.2277624290930826
RNF213,5.939051199582551e-4,0.2619319587315516,0.416,0.28,1,3.2262829307256164
RAC2,5.955818302819533e-4,0.3373797369204792,0.688,0.612,1,3.2250585599605794
OSTF1,5.991696023038375e-4,0.27852716968255975,0.485,0.351,1,3.222450227829581
TBC1D1,6.0890174203883e-4,0.26327565580651346,0.161,0.079,1,3.2154527834479096
KLRB1,6.130984609578542e-4,0.33899205133260846,0.189,0.1,1,3.212469774067433
TRAPPC10,6.160468866661442e-4,0.2843794127524488,0.407,0.282,1,3.210386232891625
NDUFB1,6.226212183270813e-4,-0.3627033403279596,0.551,0.591,1,3.2057760830666973
DRAP1,6.255722726839155e-4,0.3063279345063541,0.638,0.515,1,3.203722508808878
METRNL,6.267777783107375e-4,0.27075631230808583,0.57,0.438,1,3.2028864093446434
PDLIM4,0.00065178084337398775,-0.4762309125983475,0.217,0.309,1,3.1858984081225308
SDHA,6.542490171473795e-4,0.3014541529331891,0.199,0.111,1,3.1842569211111464
SH2D1A,6.704431340886409e-4,-0.4058953962099854,0.322,0.404,1,3.1736380524117007
CTNNA1,6.86834821637535e-4,0.27386313267591045,0.239,0.137,1,3.163147694784168
HAGH,6.873891456916964e-4,0.26955465111237786,0.253,0.156,1,3.1627973299285275
TMX4,6.924490108344838e-4,-0.4629909432993775,0.319,0.409,1,3.1596122007884375
TSPAN14,7.166916886263978e-4,0.2971134632425372,0.267,0.169,1,3.14466763195382
NLRP1,7.261907968640762e-4,0.2550570082189769,0.154,0.077,1,3.1389492592739585
NASP,7.376357529968715e-4,0.25806291224069855,0.558,0.417,1,3.1321580413132337
CCL4L2,7.445969833516308e-4,1.332847792703328,0.229,0.14,1,3.1280787276078152
PRR5L,7.563141791373909e-4,0.2650917406872324,0.3,0.187,1,3.121297757512918
BAX,7.692660680966681e-4,0.36098108340528845,0.522,0.398,1,3.1139234236306015
LDLRAD4,7.786035788493989e-4,0.26511943195249765,0.842,0.752,1,3.108683604379771
RPN2,7.815959991536984e-4,0.2568605698088149,0.293,0.19,1,3.107017672357245
MINOS1,8.066931398468214e-4,0.3171666433121769,0.489,0.361,1,3.0932916363002967
HDAC9,8.098414160043131e-4,-0.44659813403651527,0.213,0.301,1,3.091600016796799
SPATA5,8.15995055188538e-4,-0.4516474122819746,0.191,0.28,1,3.088312472999618
STK10,8.259994441382931e-4,0.2651553577808009,0.322,0.208,1,3.0830202449408204
JAML,9.275785429219564e-4,-0.30477343317936434,0.165,0.259,1,3.032649306172874
SET,9.424400560412996e-4,-0.27142481803823726,0.591,0.657,1,3.025746263571395
SELENOK,9.53337794062787e-4,0.2556136788557992,0.636,0.493,1,3.020753189493779
CTLA4,9.600768019718131e-4,0.29584381454514874,0.44,0.309,1,3.0176940238995904
COMMD8,9.681334082652541e-4,0.26201766335940235,0.277,0.172,1,3.01406479302083
MT-ATP8,9.692217910377432e-4,0.2635989113905415,0.548,0.406,1,3.0135768301710777
NUP98,9.91785705321776e-4,0.325704529011426,0.371,0.259,1,3.0035821555171935
RASSF4,9.943704558423552e-4,-0.2686946261324863,0.052,0.113,1,3.0024517876802164
DUSP16,0.001001264710717714,0.26096150120112305,0.421,0.293,1,2.9994510901470615
RAB9A,0.0010150411917772635,-0.33548541149134437,0.165,0.253,1,2.9935163331216326
MACF1,0.0010349054419295897,0.27888526457077756,0.657,0.554,1,2.9850993293608985
RASGRF2,0.0010591431110622785,0.26034021942375063,0.165,0.084,1,2.9750453542027553
HDAC4,0.0011093049802497754,0.26123516365522403,0.255,0.156,1,2.954949037231772
AGO2,0.0011217536731859042,0.2630210941210902,0.452,0.327,1,2.9501024996939234
ETV1,0.0011731995711050315,-0.40417653415222066,0.092,0.166,1,2.9306281044596
PHTF2,0.0012016500610044784,0.2616844575528732,0.258,0.158,1,2.920221987159876
PANK2,0.001219651442271433,0.2601249316886649,0.267,0.166,1,2.913764266314312
EIF4G2,0.0012430999316616121,-0.38528720458946353,0.532,0.594,1,2.905493957420523
CAMK1D,0.0012515258956890638,-0.4568467046224589,0.184,0.266,1,2.9025601598483957
FGGY,0.0012558561428585226,-0.35911742179319883,0.234,0.33,1,2.9010601057746936
FSCN1,0.001269030922696888,-0.2783320551479167,0.035,0.09,1,2.896527795247295
SOD1,0.001357271084385678,-0.25964035412223696,0.835,0.818,1,2.8673334031176823
EEF1B2,0.0013711588212476633,-0.2587861241611846,0.809,0.813,1,2.862912237991947
TNFRSF9,0.0014379187430527463,-0.27633995781804765,0.586,0.628,1,2.8422656552889465
S100PBP,0.0014426861769125515,0.27216206533074816,0.265,0.169,1,2.8408281293761166
KCNQ3,0.0014903542350928611,-0.27674398385897064,0.076,0.145,1,2.826710493962454
ITGA4,0.0014939157910697804,-0.2713393889357274,0.631,0.681,1,2.8256738821085925
ISG15,0.0015029357879756595,0.5780332767910119,0.381,0.266,1,2.823059573986319
DIXDC1,0.0015116272038866597,-0.30297079468587074,0.076,0.142,1,2.820555300936319
GPR65,0.0015370423036248262,0.2614766568510155,0.27,0.172,1,2.8133141793590726
NAA60,0.0016103855393168989,-0.2944180684635904,0.043,0.098,1,2.793070137910182
UBASH3B,0.0016661322241468036,0.28980973392665843,0.258,0.164,1,2.7782905359792434
MYO9B,0.0016723426856010942,0.27481408272387575,0.288,0.185,1,2.776674724973399
MED31,0.0016955958880982545,-0.40991206527943813,0.199,0.274,1,2.7706776452875883
PGAP1,0.0017380818416637535,-0.32645649424100587,0.135,0.211,1,2.759929777630665
SUN2,0.0017430388137675795,0.2511071202700036,0.26,0.164,1,2.7586929419678037
ENO1,0.0017736266355847065,0.26516052477942154,0.709,0.573,1,2.7511377977912903
AL365273.2,0.0017870264883013028,0.26717863757044746,0.201,0.116,1,2.747869010092099
CSGALNACT1,0.001795962113540569,-0.4967406413123088,0.255,0.332,1,2.7457028291686134
USP12,0.0018030767190344104,-0.39059110121252516,0.26,0.335,1,2.743985794107074
ATF2,0.0018158235009242245,-0.31284455477549655,0.184,0.272,1,2.740926367433814
MEF2A,0.001880842108473853,-0.3747178090321488,0.459,0.525,1,2.7256476607476836
YPEL5,0.0018889088957336232,0.28698194320417136,0.53,0.401,1,2.723788988099505
TKT,0.0019404522444969419,0.3033094078897457,0.34,0.243,1,2.712097040997487
FBN1,0.001965180820028727,-0.2707512669281851,0.019,0.061,1,2.7065974831879056
NLRC3,0.002012795016160339,0.25804105918112175,0.208,0.124,1,2.696200451580981
ATF7IP,0.002024384017644188,0.2734160398324723,0.489,0.367,1,2.6937071000711814
OGDH,0.002029780711491461,0.27345382769608917,0.402,0.293,1,2.6925508788027694
ZFYVE28,0.0020345796824966463,0.2795457807170242,0.31,0.206,1,2.6915252967220065
NCL,0.0020715193195177807,-0.3215706419304878,0.626,0.652,1,2.6837110120056393
PTP4A1,0.002115060578749194,0.26244252314437344,0.208,0.124,1,2.6746771892157826
RPL23,0.0021281729137642893,-0.33592695068563794,0.657,0.675,1,2.6719930885749013
DENND4A,0.002157119825107543,-0.33473121586096743,0.504,0.575,1,2.666125729752525
REL,0.0021715790046754908,-0.5205603114258102,0.645,0.633,1,2.6632243658548447
KPNA2,0.0022018420433625343,-0.3306795762403134,0.288,0.367,1,2.657213839840465
ACOX3,0.002214354829456911,-0.3534015944243657,0.054,0.111,1,2.6547527862902136
SMS,0.00223787311091432,-0.4174816716285077,0.449,0.496,1,2.650164541932783
CCDC28B,0.002316486314646408,-0.3967098551237591,0.255,0.335,1,2.6351702611811385
N4BP1,0.0024320559717001325,0.2629971282404686,0.418,0.296,1,2.614026434366082
OTUD5,0.002533740167317948,0.2847672644959452,0.132,0.069,1,2.596237923661675
DMTF1,0.002542572760262417,0.29525275419748376,0.281,0.185,1,2.5947266101148228
VOPP1,0.0025695248453449244,-0.3142247732846588,0.284,0.369,1,2.590147178662196
B4GALT5,0.0025865540023793598,0.306913821170236,0.277,0.182,1,2.587278449908857
CCDC97,0.002596838583544525,-0.3419301786809789,0.097,0.164,1,2.5855550447698477
TOX,0.0026165683385303896,-0.2680324859015175,0.752,0.794,1,2.582267918039136
VWDE,0.002649855034651681,-0.27254204066957877,0.028,0.074,1,2.5767778843171243
HLA-DRB5,0.002654867709055559,-0.3464185684359644,0.556,0.575,1,2.575957114755238
RPA3,0.0026558442135569092,-0.3705881166741083,0.494,0.525,1,2.575797403391696
KRT81,0.002658578929870699,0.3432519828709021,0.073,0.026,1,2.5753504415004707
MSI2,0.0026778873697569563,-0.45372870852175784,0.539,0.562,1,2.5722076930901396
HIVEP3,0.0027050192101087194,0.2753335736570428,0.392,0.285,1,2.5678296463376005
ULK4,0.002740158893029784,0.25053681120886684,0.165,0.092,1,2.562224253104692
PLCB1,0.003005761374067837,-0.3036870845866333,0.024,0.066,1,2.5220455008080567
NAPSA,0.003064374859577406,-0.2529111066806002,0.019,0.058,1,2.5136581093109527
PIP5K1B,0.003158231065796303,0.3523604346922826,0.385,0.282,1,2.5005560988593194
IVNS1ABP,0.003192209283688752,0.2642922330031394,0.442,0.327,1,2.495908643708627
ACAP1,0.0031934246306325503,0.287846386230626,0.402,0.298,1,2.495743329353077
AP3S1,0.003326541163169539,-0.3560900888748051,0.18,0.253,1,2.478007098153064
EIF5B,0.0033514801499657508,-0.36536854240717087,0.291,0.361,1,2.474763348487432
MSN,0.0034334374611354685,0.2714853006504483,0.667,0.58,1,2.464270858720082
GALNT2,0.0034418145416720215,0.27513647423141685,0.532,0.414,1,2.463212534850534
GSTP1,0.003506993048697727,0.263944040234831,0.783,0.675,1,2.4550650949440493
PUS7,0.003520595595575958,-0.286773333714741,0.043,0.092,1,2.45338385868347
TBC1D4,0.003579602826115348,-0.3684959843751532,0.385,0.454,1,2.4461651577123886
MAP3K8,0.003617630501415898,0.2523111139310714,0.456,0.346,1,2.441575793305667
ARHGAP10,0.003714274091371237,-0.39588564685260497,0.173,0.245,1,2.4301260510599247
MDFIC,0.0037493348661997313,-0.33074876432648637,0.487,0.549,1,2.426045769488273
MAP1LC3A,0.003837577304192343,-0.45780982772311907,0.142,0.208,1,2.4159428629946227
GADD45B,0.003949822313470967,-0.48468327607309547,0.279,0.361,1,2.403422441086144
TMCO1,0.0041955621206579245,0.25974418025811974,0.359,0.261,1,2.377209844240478
SEC14L1,0.00431134476470389,0.2866119754157075,0.577,0.483,1,2.3653872465913452
RFX3,0.004372180343910579,-0.3149506374467106,0.35,0.427,1,2.3593019325526496
ITGBL1,0.0044193011777633375,-0.4941649934779817,0.116,0.179,1,2.3546464000254983
RBX1,0.00443131730128451,-0.252265319065458,0.761,0.76,1,2.353467151511328
CCL3,0.004534426050652328,0.9041265370815506,0.437,0.343,1,2.343477676367783
CNIH1,0.004814819445570394,-0.44383645046517284,0.236,0.301,1,2.3174199941599434
SPRR2D,0.004847181559957289,-0.34994900366616427,0.047,0.098,1,2.314510712686809
NAMPT,0.004853112268705595,-0.3526552335349147,0.572,0.596,1,2.3139796618857527
TNRC6A,0.0048578052375646595,-0.4215023455670307,0.182,0.251,1,2.3135599012119363
BIRC3,0.004879057728911763,-0.37100900946389714,0.634,0.67,1,2.3116640432938613
RDH10,0.005026630569041744,-0.3380389401851092,0.054,0.106,1,2.298723031963547
C1orf35,0.00505858134735458,-0.33633146306720596,0.154,0.219,1,2.29597126169783
PAGE1,0.005276664305059478,-0.25114710487518543,0.04,0.087,1,2.277640534228728
PRDX6,0.00529492799273917,0.25572042051202226,0.624,0.507,1,2.2761399416129033
MYH9,0.005549895634552474,0.2527177618378138,0.556,0.454,1,2.2557151836816716
SDC4,0.005833956683932286,-0.315777817694384,0.109,0.172,1,2.234036799759885
STARD4,0.005864396626430865,-0.402746590655035,0.102,0.161,1,2.2317766647575845
PRMT9,0.005897285405251735,0.2657862091089567,0.189,0.119,1,2.229347853581097
PDGFA,0.006028795719978109,-0.2983573260265218,0.092,0.153,1,2.2197694315417316
TRAF3,0.006128713464624701,0.27881393195506043,0.44,0.34,1,2.2126306827172817
KHDRBS1,0.006163837596683988,-0.3236491092204705,0.4,0.459,1,2.2101488124898196
ANKRD10,0.006164763003678507,-0.34686497316476195,0.421,0.478,1,2.210083614635656
MAPRE2,0.006196251857176424,0.2531117310674418,0.435,0.322,1,2.2078709379175208
DOCK10,0.00643528728630835,0.27966692990582276,0.508,0.401,1,2.1914320604031907
CDC20,0.006441699634695577,-0.4483623529942916,0.149,0.211,1,2.190999529444219
KPNA1,0.0065010855157001685,-0.31614973099998345,0.284,0.346,1,2.1870141211851877
EIF1AX,0.006580849520298752,-0.30631663020694955,0.31,0.38,1,2.181718039795821
VCL,0.006665723385145054,-0.3768574048315173,0.173,0.24,1,2.176152712697348
HNRNPDL,0.00676733451618823,-0.29112509108911566,0.596,0.596,1,2.1695823553705336
IRF7,0.00688024746032289,0.2575585153224976,0.191,0.121,1,2.1623959413109985
SQLE,0.007010765467508106,-0.299992464315636,0.473,0.541,1,2.154234561182326
YWHAE,0.007076651963792907,-0.3135638531626552,0.589,0.596,1,2.150172162868818
RASSF2,0.007093003268458123,-0.2992828672411249,0.09,0.148,1,2.14916984002839
SFI1,0.007580343989124618,-0.41976803545443275,0.239,0.301,1,2.1203110860316725
GRSF1,0.007647682247580949,-0.3712929780896064,0.194,0.256,1,2.1164701647943254
NAB1,0.008073215840113288,-0.26226890057163876,0.135,0.201,1,2.0929534363538056
MAMLD1,0.008076198947946806,-0.2678808013317496,0.066,0.119,1,2.092792991247558
NTRK1,0.008146254508417489,-0.2692299876982719,0.045,0.09,1,2.089042025642771
ABHD6,0.008382924555657683,-0.34249917622242304,0.125,0.185,1,2.076604442371523
SCX,0.008405830832407962,0.2970143578133843,0.066,0.026,1,2.0754193544318205
